path,doc_type,authority_level,published_via_mkdocs,audience,status,issues_found,last_reviewed,notes
docs/analysis/USDCHF_stage12_api_parity_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/USDJPY_dukascopy_testclient_execution_parity_report.md,analysis_report,derived,no,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/USDJPY_histdata_testclient_execution_parity_report.md,analysis_report,derived,no,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/USDJPY_stage12_api_parity_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/audusd_oco_monthly_wfo_robustness_fullcap_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/audusd_oco_reduced_core_rolling_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/audusd_oco_stop_limit_tickfill_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/audusd_oco_tick_exact_rolling_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/audusd_offset_tickbar_robustness_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/audusd_tick_opportunity_mining_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/audusd_tick_opportunity_ml_ready_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/audusd_tick_opportunity_monthly_wfo_oco_fullcap_report.md,analysis_report,derived,yes,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/audusd_tick_opportunity_monthly_wfo_report.md,analysis_report,derived,no,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/catalog_gaps_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/ctrader_backtest_reconciliation_runbook.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/data_reliability_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/AUDUSD_stage12_api_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/AUDUSD_testclient_execution_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/EURUSD_histfix2_stage12_api_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/EURUSD_histfix2_testclient_execution_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/EURUSD_histfix3_stage12_api_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/EURUSD_histfix3_testclient_execution_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/EURUSD_histfix4_stage12_api_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/EURUSD_histfix4_testclient_execution_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/EURUSD_histfix_stage12_api_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/EURUSD_histfix_testclient_execution_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/EURUSD_histfix_tolerant_stage12_api_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/EURUSD_histfix_tolerant_testclient_execution_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/EURUSD_histfix_tolerant_trace_stage12_api_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/EURUSD_histfix_tolerant_trace_testclient_execution_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/EURUSD_stage12_api_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/EURUSD_testclient_execution_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/GBPUSD_stage12_api_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/GBPUSD_testclient_execution_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/USDCAD_stage12_api_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/USDCAD_testclient_execution_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/USDCHF_stage12_api_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/USDCHF_testclient_execution_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/USDJPY_stage12_api_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/USDJPY_testclient_execution_parity_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/audusd_oco_monthly_wfo_robustness_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/audusd_oco_reduced_core_rolling_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/audusd_oco_tick_exact_shortlist_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/audusd_tick_opportunity_mining_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/audusd_tick_opportunity_monthly_wfo_oco_fullcap_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/eurusd_oco_monthly_wfo_robustness_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/eurusd_oco_reduced_core_rolling_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/eurusd_oco_tick_exact_shortlist_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/eurusd_tick_opportunity_mining_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/eurusd_tick_opportunity_monthly_wfo_oco_fullcap_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/gbpusd_oco_monthly_wfo_robustness_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/gbpusd_oco_reduced_core_rolling_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/gbpusd_oco_tick_exact_shortlist_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/gbpusd_tick_opportunity_mining_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/gbpusd_tick_opportunity_monthly_wfo_oco_fullcap_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/oco_edge_clarity_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/oco_execution_monte_carlo_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/oco_execution_monte_carlo_validation_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/oco_logical_audit_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdcad_oco_monthly_wfo_robustness_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdcad_oco_reduced_core_rolling_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdcad_oco_tick_exact_shortlist_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdcad_tick_opportunity_mining_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdcad_tick_opportunity_monthly_wfo_oco_fullcap_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/usdchf_oco_monthly_wfo_robustness_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdchf_oco_reduced_core_rolling_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdchf_oco_tick_exact_shortlist_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdchf_tick_opportunity_mining_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdchf_tick_opportunity_monthly_wfo_oco_fullcap_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_candidate/usdjpy_oco_monthly_wfo_robustness_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdjpy_oco_reduced_core_rolling_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdjpy_oco_tick_exact_shortlist_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdjpy_tick_opportunity_mining_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/dukascopy_candidate/usdjpy_tick_opportunity_monthly_wfo_oco_fullcap_dukascopy_candidate_report.md,analysis_candidate_report,generated_candidate,no,operator+governance,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/dukascopy_source_completeness_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/eurusd_dukascopy_vs_histdata_tick_similarity_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/eurusd_oco_monthly_wfo_robustness_fullcap_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/eurusd_oco_reduced_core_rolling_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/eurusd_oco_tick_exact_rolling_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/eurusd_offset_tickbar_robustness_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/eurusd_tick_opportunity_mining_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/eurusd_tick_opportunity_ml_ready_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/eurusd_tick_opportunity_monthly_wfo_oco_fullcap_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/eurusd_tick_opportunity_monthly_wfo_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/ftmo_risk_compliance_report.md,analysis_report,derived,no,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/gbpusd_oco_monthly_wfo_robustness_fullcap_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/gbpusd_oco_reduced_core_rolling_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/gbpusd_oco_tick_exact_rolling_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/gbpusd_offset_tickbar_robustness_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/gbpusd_tick_opportunity_mining_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/gbpusd_tick_opportunity_ml_ready_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/gbpusd_tick_opportunity_monthly_wfo_oco_fullcap_report.md,analysis_report,derived,yes,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/gbpusd_tick_opportunity_monthly_wfo_report.md,analysis_report,derived,no,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/index.md,analysis_report,derived,yes,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/local_jforex_surrogate_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_alert_remediation_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_docs_contract_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_edge_clarity_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_execution_drift_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_execution_monte_carlo_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_execution_monte_carlo_validation_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_execution_risk_prelive_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_ftmo_allocator_risk_monitoring_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_ftmo_risk_reconciliation_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_governance_explainability_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_leakage_integrity_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_live_governance_lock.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_logical_audit_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_rule_universe_registry_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_stage_integrity_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_stop_limit_tickfill_eurusd_fixed_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_stop_limit_tickfill_fullcap_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_stop_limit_tickfill_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_stop_limit_tickfill_validation_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/oco_threshold_sensitivity_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/offset_tickbar_robustness_clarification.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/operator_action_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/remediation_metric_decomposition.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/run_delta_dashboard.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/runtime_db_summary_eurusd_2025_07.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/stage13_dukascopy_testclient_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/stage14_gbpusd_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/stage14_jforex_runtime_certification_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/taxonomy_rules.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdcad_oco_monthly_wfo_robustness_fullcap_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdcad_oco_reduced_core_rolling_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdcad_oco_tick_exact_rolling_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdcad_offset_tickbar_robustness_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdcad_tick_opportunity_mining_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdcad_tick_opportunity_ml_ready_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdcad_tick_opportunity_monthly_wfo_oco_fullcap_report.md,analysis_report,derived,yes,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/usdcad_tick_opportunity_monthly_wfo_report.md,analysis_report,derived,no,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/usdchf_oco_monthly_wfo_robustness_fullcap_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdchf_oco_reduced_core_rolling_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdchf_oco_stop_limit_tickfill_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdchf_oco_tick_exact_rolling_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdchf_offset_tickbar_robustness_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdchf_tick_opportunity_mining_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdchf_tick_opportunity_ml_ready_report.md,analysis_report,derived,no,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdchf_tick_opportunity_monthly_wfo_oco_fullcap_report.md,analysis_report,derived,yes,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/usdchf_tick_opportunity_monthly_wfo_report.md,analysis_report,derived,no,operator+contributor,reviewed,yes,2026-03-20,see audit findings for concrete issue details
docs/analysis/usdjpy_oco_monthly_wfo_robustness_fullcap_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
docs/analysis/usdjpy_oco_reduced_core_rolling_report.md,analysis_report,derived,yes,operator+contributor,reviewed,no,2026-03-20,structural sweep + targeted content check
