Y,X,Tier,SignalBeta,Mismatch,ADF_PVal
USDCHF,FRXEUR,Avoid,-0.0008359365715873,999.0,0.0
GBPJPY,FRXEUR,Avoid,0.5841464770951097,0.38917246068878186,0.0
GBPCAD,EURJPY,Tier 1: Strategic,0.11014876362100157,1.292572296056221,0.0
GBPCAD,SPXUSD,Tier 1: Strategic,0.06771502099305943,-0.9409398850462778,0.0
GBPCAD,ETXEUR,Avoid,0.062096656307211236,-0.3813065983088471,0.0
GBPCAD,GRXEUR,Tier 1: Strategic,0.05730136853806235,-1.172872912830746,0.0
UKXGBP,FRXEUR,Avoid,1.0408774103824459,0.6606920389587062,0.0
EURGBP,GRXEUR,Avoid,-0.012634213960371291,2.4286763813564165,0.0
NZDCAD,USDJPY,Avoid,-0.020768730667167692,10.746444720849997,0.0
NZDCAD,GBPJPY,Avoid,-0.019727881495577044,0.36477164797032263,0.0
GBPUSD,USDJPY,Avoid,0.05261341511913191,-3.473312868201167,0.0
GBPUSD,UDXUSD,Tier 1: Strategic,0.04083431163398994,0.9443840799282444,0.0
GBPUSD,BCOUSD,Tier 1: Strategic,0.060386838506544964,0.7009339357436711,0.0
GBPUSD,GBPJPY,Avoid,0.049977994215547994,11.809856273337731,0.0
GBPUSD,HKXHKD,Avoid,0.024343003130716134,3.4961995504569714,0.0
GBPUSD,FRXEUR,Avoid,0.029195554806519537,1.7459503071855154,0.0
GRXEUR,USDJPY,Avoid,1.975397671791776,0.45384623475768887,0.0
GRXEUR,UDXUSD,Avoid,1.5239998108913506,0.20232645118945558,0.0
GRXEUR,GBPJPY,Avoid,1.8766530417368867,0.30953684773163775,0.0
GRXEUR,HKXHKD,Avoid,0.9140652610776797,0.5253042101842892,0.0
GRXEUR,FRXEUR,Tier 1: Strategic,1.0962439692231074,0.8946554413601714,0.0
USDJPY,UDXUSD,Avoid,0.770881808593059,0.0874366823680529,0.0
USDJPY,GBPJPY,Avoid,0.9500192724746214,0.32711251851233125,0.0
USDJPY,HKXHKD,Avoid,0.46272684985618684,0.17231942886983387,0.0
GBPUSD,GRXEUR,Avoid,0.026632197665385552,1.7395835923929448,0.0
USDJPY,FRXEUR,Avoid,0.5549493212237363,0.3174443730038103,0.0
EURCHF,BCOUSD,Avoid,0.030032894568408356,0.6357945092727677,0.0
EURCHF,GBPJPY,Avoid,0.024854825675890525,7.613459441558175,0.0
EURCHF,HKXHKD,Avoid,0.012106924489286618,4.578284043741984,0.0
EURCHF,FRXEUR,Avoid,0.014519448527643893,5.159050403688353,0.0
UDXUSD,BCOUSD,Avoid,1.7308299409834624,0.06688475547754395,0.0
UDXUSD,GBPJPY,Avoid,1.4330075814982561,-0.0840649071360691,0.0
UDXUSD,HKXHKD,Tier 1: Strategic,0.6977546273367774,0.9298888666318523,0.0
UDXUSD,FRXEUR,Avoid,0.8363101210541968,0.6583546572330552,0.0
BCOUSD,HKXHKD,Tier 1: Strategic,0.4030606813038586,0.7676917371472892,0.0
BCOUSD,FRXEUR,Tier 1: Strategic,0.48338974806024154,0.9519716558556675,0.0
EURUSD,GBPJPY,Avoid,0.026278982395764393,9.749449589965707,0.0
EURUSD,HKXHKD,Avoid,0.012801828147078361,5.939053276750741,0.0
EURUSD,FRXEUR,Avoid,0.015353439132449019,1.5473524600646078,0.0
GBPJPY,HKXHKD,Avoid,0.48707118933510846,0.3388670891437196,0.0
EURCHF,UDXUSD,Avoid,0.020148814417845762,1.7519639309041743,0.0
NZDCAD,BCOUSD,Avoid,-0.02383303736190177,2.457267262885648,0.0
ETXEUR,FRXEUR,Tier 1: Strategic,1.0147034083909554,0.9672405049243767,0.0
ETXEUR,GBPJPY,Avoid,1.7368123278678134,0.39650358979120365,0.0
NZDCAD,HKXHKD,Avoid,-0.009605859025309893,999.0,0.0
NZDCAD,FRXEUR,Avoid,-0.011520826461658333,4.804189583631897,0.0
NZDUSD,SPXUSD,Avoid,-0.048664066286090844,-1.9311771925283645,0.0
NZDUSD,ETXEUR,Avoid,-0.04462646072973912,-0.5842065272423645,0.0
NZDUSD,GRXEUR,Avoid,-0.041178863940824685,-1.4083938130046298,0.0
NZDUSD,USDJPY,Avoid,-0.08135407137557932,3.5742731353621986,0.0
NZDUSD,UDXUSD,Avoid,-0.06302196759499687,-0.531665627082752,0.0
NZDUSD,BCOUSD,Avoid,-0.0934129120867456,-0.3438732204389271,0.0
NZDUSD,GBPJPY,Avoid,-0.07728658684164381,-2.458230617778519,0.0
NZDUSD,HKXHKD,Avoid,-0.03763959673197432,-3.2310823150339756,0.0
NZDUSD,FRXEUR,Avoid,-0.045142924285229494,-1.4922272629448,0.0
SPXUSD,ETXEUR,Avoid,0.9177819299300222,0.37608028455603426,0.0
SPXUSD,GRXEUR,Tier 1: Strategic,0.8462306670525362,0.8119634421856314,0.0
SPXUSD,USDJPY,Avoid,1.6716355196787427,0.45748163797621477,0.0
ETXEUR,HKXHKD,Avoid,0.8459933701438269,0.4802786387200376,0.0
SPXUSD,UDXUSD,Avoid,1.289112173206302,0.3002355475801239,0.0
SPXUSD,HKXHKD,Avoid,0.7735107911895118,0.6358170403719638,0.0
SPXUSD,FRXEUR,Tier 1: Strategic,0.927674292621178,0.850077918310081,0.0
AUDUSD,ETXEUR,Avoid,-0.03817753422958496,-1.7472607518301244,0.0
AUDUSD,GRXEUR,Avoid,-0.035251089855629435,-4.033390288871922,0.0
AUDUSD,USDJPY,Avoid,-0.0696380295626677,2.5231881198444626,0.0
AUDUSD,UDXUSD,Avoid,-0.05415031105390433,-1.370418757521919,0.0
AUDUSD,BCOUSD,Tier 1: Strategic,-0.07996649203993732,-0.7855116475492661,0.0
AUDUSD,GBPJPY,Avoid,-0.06615668244486839,-3.785475023760419,0.0
AUDUSD,HKXHKD,Avoid,-0.03222043914618378,-5.507340910186399,0.0
AUDUSD,FRXEUR,Avoid,-0.038644339531808736,-4.0693766382641865,0.0
ETXEUR,GRXEUR,Tier 1: Strategic,0.9256152436864974,0.9271711736408017,0.0
ETXEUR,USDJPY,Avoid,1.828263834366131,0.4842459597609598,0.0
ETXEUR,UDXUSD,Avoid,1.4417445007174752,0.1240071603079088,0.0
ETXEUR,BCOUSD,Avoid,2.099152548465884,0.06674705445845541,0.0
SPXUSD,GBPJPY,Avoid,1.5880766404587436,0.38251191663702616,0.0
EURGBP,ETXEUR,Tier 1: Strategic,-0.01369230051774254,0.9203677921116971,0.0
HKXHKD,FRXEUR,Avoid,1.1993093840277802,0.6639861412439697,0.0
USDCAD,UDXUSD,Tier 1: Strategic,0.04687924797371526,-1.2021671888615095,0.0
XAGUSD,FRXEUR,Avoid,0.3184642613912247,0.34259543249168295,0.0
USDCAD,AUXAUD,Avoid,0.03299662163935553,-3.8285342155668283,0.0
XAUUSD,GRXEUR,Avoid,0.7668418145223925,-0.09083291375438368,0.0
USDCAD,XAUUSD,Avoid,0.0399996047939757,-6.120867320553385,0.0
USDCAD,UKXGBP,Avoid,0.03230503533791011,-4.15489983558739,0.0
USDCAD,JPXJPY,Avoid,0.028678956130168718,-3.623517524393809,0.0
USDCAD,EURJPY,Avoid,0.058961049205740176,-4.395957060588638,0.0
XAUUSD,ETXEUR,Avoid,0.831404940545073,-0.04576018371064842,0.0
USDCAD,SPXUSD,Avoid,0.03624876949867033,-4.082812307488049,0.0
USDCAD,ETXEUR,Avoid,0.03324919068121407,-1.5182058611495746,0.0
USDCAD,GRXEUR,Avoid,0.030673727917420547,-3.6767140865354255,0.0
USDCAD,USDJPY,Tier 1: Strategic,0.06059268909309618,1.1229880196966333,0.0
USDCAD,BCOUSD,Avoid,0.06958837272110946,-1.3039700531365546,0.0
USDCAD,GBPJPY,Avoid,0.057565684670802766,-3.4073819463783495,0.0
USDCAD,HKXHKD,Avoid,0.028037134521128326,-3.866743695872362,0.0
USDCAD,FRXEUR,Avoid,0.03362617983505071,-3.649145771743334,0.0
XAUUSD,EURJPY,Avoid,1.4739924546953596,0.0661718775650463,0.0
AUXAUD,XAUUSD,Avoid,1.2122609847336077,-0.10309550469898059,0.0
AUXAUD,UKXGBP,Avoid,0.9790397411850685,0.572297896199213,0.0
XAUUSD,JPXJPY,Avoid,0.7169941403563984,-0.08480135598157666,0.0
AUXAUD,JPXJPY,Avoid,0.8691617139984649,0.47637644801330314,0.0
AUXAUD,SPXUSD,Avoid,1.0985141089301735,0.47346652904387726,0.0
AUXAUD,ETXEUR,Avoid,1.0080010119637413,0.22396008314522045,0.0
AUXAUD,GRXEUR,Avoid,0.9295926923122925,0.4811237764230038,0.0
AUXAUD,UDXUSD,Avoid,1.4176842843268642,0.14184132855566975,0.0
AUXAUD,GBPJPY,Avoid,1.7445161485699956,0.20533275195821643,0.0
XAUUSD,UKXGBP,Avoid,0.8076293894185098,-0.08611659981078597,0.0
XAGUSD,HKXHKD,Tier 1: Strategic,0.26553521846962996,0.7030016829293265,0.0
AUXAUD,HKXHKD,Avoid,0.8497049394709438,0.34504206259546916,0.0
XAUUSD,USDJPY,Avoid,1.514781416309971,-0.36519868841230674,0.0
XAUUSD,UDXUSD,Avoid,1.1704243072543628,-0.01469101042856962,0.0
EURGBP,SPXUSD,Avoid,-0.014930366146848624,2.002143966954034,0.0
NSXUSD,XAUUSD,Avoid,1.2334661581248074,-0.08064961056191182,0.0
NSXUSD,JPXJPY,Tier 1: Strategic,0.884351083288716,0.8979082794221065,0.0
NSXUSD,EURJPY,Avoid,1.818098085222159,0.4489312994740726,0.0
EURGBP,EURJPY,Avoid,-0.024295440107169254,-3.670629593880693,0.0
NSXUSD,ETXEUR,Avoid,1.0257667157131245,0.40512974480661484,0.0
NSXUSD,GRXEUR,Tier 1: Strategic,0.9458433206290112,0.8939934113166613,0.0
EURGBP,JPXJPY,Avoid,-0.011814378710415114,2.765560468781274,0.0
NSXUSD,USDJPY,Avoid,1.8684045370261555,0.49699053954574784,0.0
NSXUSD,UDXUSD,Avoid,1.4412669738938944,0.30233873529980215,0.0
NSXUSD,GBPJPY,Avoid,1.7750109256389874,0.3904837108746851,0.0
NSXUSD,HKXHKD,Tier 1: Strategic,0.8645617419168803,0.7273623364306976,0.0
NSXUSD,FRXEUR,Tier 1: Strategic,1.036873762996256,0.918840756993132,0.0
XAGUSD,GBPJPY,Avoid,0.5451426466577671,0.44992124685666607,0.0
AUXAUD,FRXEUR,Avoid,1.0190603771332476,0.5066699713902386,0.0
XAGUSD,AUXAUD,Avoid,0.3124985898737181,0.25145465648470433,0.0
XAGUSD,UDXUSD,Avoid,0.4448670023749921,0.10019733359798907,0.0
XAGUSD,USDJPY,Tier 1: Strategic,0.5738305257307059,-0.8525026362350491,0.0
XAGUSD,GRXEUR,Avoid,0.2905063183383916,0.2996244615893308,0.0
XAGUSD,ETXEUR,Avoid,0.3147838626037614,0.12439892317978009,0.0
XAGUSD,SPXUSD,Avoid,0.3432933875030485,0.3809733345967867,0.0
EURGBP,UKXGBP,Avoid,-0.013307789267378979,-5.521177579944214,0.0
XAGUSD,EURJPY,Tier 1: Strategic,0.5583762254550177,0.7100618049372708,0.0
XAGUSD,JPXJPY,Avoid,0.2716297131439453,0.28801610770255737,0.0
XAUUSD,HKXHKD,Avoid,0.7009376712761747,0.05544985271494336,0.0
XAGUSD,UKXGBP,Avoid,0.30595632959911223,0.40249976065851595,0.0
XAUUSD,FRXEUR,Avoid,0.8406443681868441,-0.0845981059323245,0.0
XAGUSD,XAUUSD,Avoid,0.37880922526236954,3.2090071128165594,0.0
XAUUSD,GBPJPY,Avoid,1.4390636156488639,0.02227114193773817,0.0
USDCHF,USDJPY,Avoid,-0.0015013756096891226,999.0,2.0334339555806374e-30
NSXUSD,SPXUSD,Tier 1: Strategic,1.1177132194443378,1.0298659417435378,2.1197876183675044e-30
USDCHF,BCOUSD,Avoid,-0.0017280197725864372,999.0,2.5781158409546902e-30
NSXUSD,XAGUSD,Avoid,3.257419980718608,0.0597136125651479,3.335030470119531e-30
BCOUSD,GBPJPY,Avoid,0.8275372878339431,0.46772532748647566,3.65592340679171e-30
AUXAUD,EURJPY,Avoid,1.7868647078873483,0.2296065559369951,3.9507666191268126e-30
UKXGBP,BCOUSD,Avoid,2.153416559133497,0.06747029244142302,5.7437790804502e-30
GRXEUR,BCOUSD,Avoid,2.2679634828261337,0.056558685869164335,5.816301359169062e-30
JPXJPY,BCOUSD,Avoid,2.425694780885419,0.06905546718117397,6.743746384413333e-30
NSXUSD,BCOUSD,Avoid,2.145113145954596,0.09495029774646445,7.022254647520323e-30
SPXUSD,BCOUSD,Avoid,1.919196362341082,0.0956191742777059,7.30079286688382e-30
EURJPY,BCOUSD,Avoid,1.179904326810009,0.029114535226261798,7.572260594770202e-30
AUXAUD,BCOUSD,Avoid,2.1082778996749623,0.06283287496789822,9.065358465660453e-30
XAUUSD,BCOUSD,Avoid,1.7391448489615948,0.02623155546681233,9.649663251782353e-30
XAGUSD,BCOUSD,Avoid,0.6588005876614422,0.16642923440788263,9.889678444786737e-30
AUDNZD,HKXHKD,Avoid,0.005409020021702695,999.0,3.4352820455016504e-29
AUDNZD,FRXEUR,Avoid,0.0064864258958826975,999.0,4.421721754690152e-29
AUDNZD,GBPJPY,Avoid,0.011109088894922532,5.432568549008307,1.436563811993699e-26
NSXUSD,AUXAUD,Tier 1: Strategic,1.0174865366194425,1.015634786322556,1.582112782015741e-26
NSXUSD,UKXGBP,Tier 1: Strategic,0.9961555668377887,0.9879401197072881,1.601295406053852e-26
AUDNZD,USDJPY,Avoid,0.011694132089949289,9.877561306228916,2.052286699429494e-26
AUDNZD,BCOUSD,Avoid,0.013421249166856435,2.3004350094891968,5.1584729059843484e-26
AUDNZD,UDXUSD,Avoid,0.008854541097068238,999.0,6.35308692121303e-26
NZDCAD,UDXUSD,Avoid,-0.016150424494047796,1.4186894638096932,1.1808029815223164e-25
USDJPY,BCOUSD,Avoid,1.1481375967127552,0.004184070339330994,2.2475031489612306e-22
JPXJPY,HKXHKD,Avoid,0.9776314524084402,0.578027833351856,4.326776688600933e-21
AUXAUD,USDJPY,Avoid,1.8363098783226943,0.2983468719871679,4.621014391889816e-20
XAUUSD,SPXUSD,Avoid,0.9061873888762232,-0.03514093849249138,1.1762837323146991e-17
AUXAUD,GBPCAD,Avoid,16.234257245150943,-0.009393596264012115,1.931549659668888e-14
NSXUSD,GBPCAD,Avoid,16.5200934748383,-0.01608970251374715,2.588676132051193e-14
XAUUSD,GBPCAD,Avoid,13.386321051387094,0.007458917529249334,3.0980275928505686e-14
UKXGBP,GBPCAD,Avoid,16.5834726400412,-0.027011690655528525,3.124991275113325e-14
USDCAD,GBPCAD,Avoid,0.5357981874574791,0.5869553500475689,7.981709486475518e-14
XAGUSD,GBPCAD,Avoid,5.065098459332965,0.010247527695378877,1.2876368869169706e-13
EURGBP,GBPCAD,Avoid,-0.22070425035297594,1.6113999207112728,4.589885760434199e-13
USDCHF,GBPCAD,Avoid,-0.01241220376310105,12.146755458130889,2.983611754721334e-12
NZDUSD,AUDUSD,Avoid,1.172258984323902,0.5608516339797264,2.4726818900585305e-10
AUDCAD,NZDUSD,Avoid,0.11085299884429864,2.737234261168052,7.461815665752703e-10
EURGBP,NZDUSD,Avoid,0.30641538269471186,0.0365101328618318,9.82034534052232e-10
XAGUSD,AUDUSD,Avoid,-8.225323176478108,-0.10650310629754395,1.6321766098953437e-09
NZDCAD,NZDUSD,Avoid,0.2570961724502353,2.061556846460349,2.516439899117574e-09
USDCAD,NZDUSD,Avoid,-0.7429842546881422,0.4645091561329161,2.7018096926717056e-09
USDCHF,NZDUSD,Avoid,0.016713753149607238,-18.19095125546845,3.4123537278944026e-09
XAGUSD,NZDUSD,Avoid,-7.0234136450424645,-0.1118317281097596,3.625462458072698e-09
XAUUSD,AUDUSD,Avoid,-21.751438544033967,-0.02148523086179477,4.0651214466924614e-09
NSXUSD,AUDUSD,Avoid,-26.853837519160546,-0.027140511140381192,4.673720891684076e-09
GBPCAD,NZDUSD,Avoid,-1.386916174259486,-0.05156451227140964,4.677322713197972e-09
JPXJPY,AUDUSD,Avoid,-30.371209665212536,-0.019367036119255315,5.036063859651876e-09
UKXGBP,AUDUSD,Avoid,-26.955570698373048,-0.013389926505463426,5.058816104579128e-09
AUXAUD,AUDUSD,Avoid,-26.385786621542664,-0.007322521790091785,5.5111815960383215e-09
EURJPY,AUDUSD,Avoid,-14.772806457132964,-0.022874535983694447,5.570771784287278e-09
SPXUSD,AUDUSD,Avoid,-24.027275235601092,-0.02585049756501932,5.893701517270196e-09
EURGBP,AUDUSD,Avoid,0.35923889262137665,0.06683594861565069,7.128401828043696e-09
AUXAUD,NZDUSD,Avoid,-22.52155060092111,-0.0020716852341385963,9.474553288394231e-09
XAUUSD,NZDUSD,Avoid,-18.568054007040423,-0.025626475701692648,1.067948643777386e-08
JPXJPY,NZDUSD,Avoid,-25.921255432998514,-0.010731969030248185,1.138004864675725e-08
UKXGBP,NZDUSD,Avoid,-23.006878766841247,-0.005385429819103536,1.1759427890378874e-08
NSXUSD,NZDUSD,Avoid,-22.919782066876206,-0.01464973217454514,1.231101280297442e-08
EURJPY,NZDUSD,Avoid,-12.60834664010405,-0.01942871632418145,1.2968680075977332e-08
SPXUSD,GBPUSD,Avoid,31.885355688879027,0.00888605621591532,1.3091059243883262e-08
JPXJPY,GBPUSD,Avoid,40.307016145628694,0.006105141411115125,1.3327898134301963e-08
XAUUSD,GBPUSD,Avoid,28.860174226156506,0.013750612215003441,1.3875538982674345e-08
EURJPY,GBPUSD,Avoid,19.606498776735712,0.019236230079135823,1.4246608872119005e-08
UKXGBP,GBPUSD,Avoid,35.77055873440804,-0.004186633332913326,1.4510710041449389e-08
AUXAUD,GBPUSD,Avoid,35.01155833703931,0.002952670750980431,1.4607881423008137e-08
NSXUSD,GBPUSD,Avoid,35.636975489264465,0.007984292844283963,1.591632590308639e-08
ETXEUR,GBPUSD,Avoid,34.50733090675169,0.008887419125785771,1.9667570640419876e-08
XAGUSD,GBPUSD,Avoid,10.909389234151156,0.05739125375662456,2.3877738515839243e-08
EURGBP,GBPUSD,Tier 1: Strategic,-0.4752695581744076,0.7892507631909734,2.734483260741726e-08
GBPCAD,AUDUSD,Avoid,-1.6245166234385833,0.009411951348206694,3.405913182430966e-08
USDCAD,GBPUSD,Avoid,1.1544132793473654,-0.25545938326447587,3.645014564108017e-08
AUDUSD,GBPUSD,Avoid,-1.3266163584304516,-0.32634232432603244,4.77999189354763e-08
NZDCAD,AUDUSD,Tier 1: Strategic,0.3023531887480505,0.7185133156319597,5.780409384926256e-08
USDCAD,AUDUSD,Avoid,-0.8699974179716422,0.505465728637324,7.693647852284682e-08
AUDCAD,AUDUSD,Avoid,0.13008872773984104,3.3372313234431377,7.86049593437529e-08
NZDUSD,GBPUSD,Avoid,-1.5562377051993432,-0.2760747366485154,9.121601755147868e-08
AUDCAD,GBPUSD,Tier 1: Strategic,-0.17231572594595662,-0.7935748444537014,9.801714206717877e-08
GBPCAD,GBPUSD,Avoid,2.154255258329429,0.26723891865511773,1.2817670969266723e-07
USDCHF,AUDUSD,Avoid,0.01911536054992231,-15.575750051367429,1.2955716261049733e-07
NSXUSD,USDCAD,Avoid,30.876965071114753,-0.024045086005599802,1.7838212830737582e-07
XAGUSD,USDCAD,Avoid,9.456493128063846,-0.08122666743408126,2.5068298208004137e-07
USDCHF,GBPUSD,Avoid,-0.02517982751276456,13.386841921348594,2.8898339933420133e-07
NZDCAD,GBPUSD,Avoid,-0.4019428692651004,-0.332618091529692,8.301228547963876e-07
EURGBP,EURCHF,Avoid,-0.947969780823431,-0.14632729701587058,1.4204967771639473e-06
AUDUSD,EURUSD,Avoid,-2.5229170500748244,-0.23864588149432361,1.53144475592446e-06
ETXEUR,EURUSD,Avoid,65.10238926429422,0.004174960383178825,1.9728961701743622e-06
GBPCAD,EURUSD,Avoid,4.092104937609622,0.06711652859003905,2.467164477846549e-06
XAUUSD,EURUSD,Avoid,54.86388276555281,0.010750473234691194,5.811170695374837e-06
JPXJPY,EURUSD,Avoid,76.70119521764944,0.0016177346001616185,5.994664297416229e-06
GRXEUR,EURUSD,Avoid,71.68181346225111,0.0009299971263442599,6.089273718394618e-06
EURJPY,EURUSD,Avoid,37.307133347534226,0.016260978405968178,6.157429046897553e-06
USDJPY,EURUSD,Avoid,36.30682572787495,-0.006121437363106782,6.169953541711463e-06
USDCAD,EURUSD,Avoid,2.185053362274082,-0.17300410235649752,6.1842700596418495e-06
AUXAUD,EURUSD,Avoid,66.5968797492245,0.0005713121518767846,6.3358185695577774e-06
SPXUSD,EURUSD,Avoid,60.6746497504862,0.003922690253769481,6.380419344069973e-06
NSXUSD,EURUSD,Avoid,67.81582229857378,0.003169313348268891,6.561195222220512e-06
UKXGBP,EURUSD,Avoid,68.05299537800117,0.0003604311342204096,6.618966952568251e-06
BCOUSD,EURUSD,Avoid,31.81214006740056,0.01296297806760153,7.98975027775208e-06
XAGUSD,EURUSD,Avoid,20.718781801185198,0.04356064082199266,8.886346579933136e-06
GBPUSD,EURUSD,Avoid,1.9073345393807757,0.3424034478980667,9.118464712732393e-06
EURGBP,EURUSD,Avoid,-0.9078881865065582,-0.19418931941870007,9.18344592839461e-06
NZDUSD,EURUSD,Avoid,-2.975755095688094,-0.1948513201194026,1.3155893467176787e-05
AUDNZD,EURUSD,Avoid,0.45204340049455455,0.04728078160850082,3.3320400428574934e-05
AUDCAD,EURUSD,Avoid,-0.33805863384928236,-0.660317856676065,5.305624016177043e-05
GBPUSD,EURCHF,Avoid,1.9923596443107023,0.1752383397737549,6.170739057492526e-05
AUDUSD,EURCHF,Avoid,-2.63836689899881,-0.12897081431980764,7.566909500280648e-05
XAGUSD,EURGBP,Avoid,-22.811789271070488,-0.00413161479129676,7.717873871622724e-05
XAUUSD,EURGBP,Avoid,-60.42804556708912,-0.001329684334682467,0.00010610895425077293
NSXUSD,EURGBP,Avoid,-74.70361640264449,0.0025425859798893233,0.0001238349007009276
AUXAUD,EURGBP,Avoid,-73.35610485905944,0.0015933830281584206,0.0001240963052719533
GBPCAD,EURCHF,Avoid,4.278486061343896,0.027283547153687637,0.00020112124526684466
AUDCAD,EURCHF,Avoid,-0.3521487358400439,-0.30770317161213756,0.00020144256069537145
USDCHF,EURUSD,Avoid,-0.04317734505292409,12.452382024936458,0.0002335093468597305
EURCHF,EURUSD,Avoid,0.9569404601384148,0.305143523260296,0.0002337736956726348
NZDCAD,EURUSD,Avoid,-0.7908973230088061,-0.25429726595691754,0.0003431364687398875
USDCAD,EURCHF,Avoid,2.286424315078048,-0.10108908384659741,0.00037711145457561344
NZDUSD,EURCHF,Avoid,-3.110571745910872,-0.09023684829923692,0.00039547077816667203
AUDUSD,AUDNZD,Avoid,-5.2540055914438915,-0.07173456203987243,0.00046778199168609865
NZDUSD,AUDNZD,Avoid,-6.255646803247351,0.06410701062433587,0.0004677873935821561
XAGUSD,EURCHF,Avoid,21.66263500741625,0.0185102526303737,0.000490755214228612
XAUUSD,EURCHF,Avoid,57.366687652998685,0.002752291997983235,0.0005853086943268729
